5 2000 100 20
20 20 20 20 20 
18.7786 16.1069 18.7786 22.9771 23.3588 
17.4611 14.3315 20.1516 23.1477 24.9081 
17.1396 14.2112 19.1667 24.3011 25.1813 
18.0936 14.7246 20.5357 24.0553 22.5907 
17.567 14.9856 23.2724 23.9111 20.2639 
15.5403 13.3487 24.6992 24.1177 22.2941 
14.8156 12.1289 27.1223 22.9679 22.9652 
13.2901 11.7206 28.2671 22.1175 24.6048 
12.9865 11.9578 24.3774 24.9612 25.717 
12.5142 11.7381 24.4924 25.5696 25.6857 
11.9175 11.2936 25.9254 24.5772 26.2863 
11.075 10.5305 25.2883 27.87 25.2362 
10.7777 11.5971 25.7446 26.8171 25.0635 
10.5 10.6875 27.3167 26.0752 25.4206 
10.649 10.7428 26.8039 26.4179 25.3864 
10.141 10.1879 26.7047 28.3466 24.6198 
9.93777 10.8462 27.7329 28.5538 22.9294 
10.4988 10.7226 29.3042 26.2585 23.2158 
10.6233 10.7351 30.54 26.2133 21.8883 
20 20 20 20 20 
16.7376 15.3191 21.7021 25.2482 20.9929 
14.6459 14.3695 23.8381 26.6934 20.4532 
14.6962 12.9451 23.9006 24.8674 23.5906 
14.2745 12.7496 24.0715 26.7194 22.1849 
12.915 13.7081 24.0358 26.4708 22.8702 
12.4047 12.5809 25.454 26.0107 23.5497 
12.3387 11.745 25.4543 24.8236 25.6385 
12.364 12.5097 24.4528 24.3587 26.3148 
12.2853 11.4192 24.433 25.3249 26.5377 
11.1655 10.9607 31.1663 23.1647 23.5428 
10.9475 11.4889 32.5359 22.9558 22.0718 
10.8476 11.8192 32.1558 21.5246 23.6527 
10.4012 11.5657 31.2363 20.9433 25.8535 
10.7561 10.8755 30.6644 23.6661 24.0379 
10.4472 11.1981 34.2262 22.6625 21.4659 
10.4509 11.0536 33.9313 23.8313 20.733 
10.4766 10.5496 30.436 23.7878 24.75 
10.4764 10.751 30.6942 25.4653 22.6131 
10.5623 10.6996 27.6156 26.1586 24.964 
20 20 20 20 20 
14.8951 15.2448 25.035 21.8881 22.9371 
14.7437 13.631 26.8952 20.6007 24.1295 
13.7595 12.3221 28.6458 21.0933 24.1793 
13.5762 12.6343 25.9301 23.2699 24.5896 
13.5863 12.2382 27.4387 21.942 24.7948 
12.82 11.4762 26.6658 23.471 25.5671 
13.2496 12.8136 26.5404 23.2921 24.1043 
11.8991 11.892 28.6711 25.3591 22.1787 
11.5802 11.3514 28.9752 25.2922 22.8011 
11.2695 10.6985 27.7296 25.6598 24.6425 
11.272 11.2316 27.5903 25.575 24.3311 
11.1406 10.4323 29.8502 26.7783 21.7986 
10.4592 10.5495 31.814 28.7225 18.4548 
10.0754 10.5611 33.0876 26.9163 19.3596 
10.3009 11.5006 31.3763 27.573 19.2492 
10.3306 10.9305 31.2287 27.5252 19.9849 
10.4034 11.1795 29.4239 27.8102 21.1829 
9.99622 10.8409 28.4106 28.517 22.2353 
9.82267 10.4643 30.2141 27.6357 21.8633 
20 20 20 20 20 
17.8571 15 27.5 21.7857 17.8571 
16.2562 14.6121 30.5603 19.298 19.2734 
16.1556 13.2693 29.9591 18.8233 21.7927 
14.8043 12.6885 30.002 19.0529 23.4524 
13.993 13.8442 28.1828 20.2083 23.7716 
12.9598 12.1973 25.5593 22.9482 26.3354 
12.321 11.4725 27.2656 21.7545 27.1864 
12.2969 10.9635 28.4055 22.4681 25.8659 
12.3128 10.7329 30.8694 21.508 24.5768 
12.2597 10.7655 31.1624 21.7869 24.0255 
10.9544 10.2073 32.6865 21.6391 24.5127 
11.3596 10.3073 34.4428 21.0005 22.8899 
10.7279 10.2017 32.3656 22.0387 24.6661 
11.1417 9.98975 33.0717 21.9083 23.8886 
11.6174 10.5763 30.4893 23.7448 23.5722 
11.2589 10.2644 28.7518 24.1947 25.5302 
10.7696 10.0388 29.5628 21.9104 27.7184 
10.766 10.6248 30.028 22.6144 25.9668 
10.7318 10.8938 31.9908 22.2374 24.1462 
20 20 20 20 20 
17.7465 14.9296 23.7324 21.9718 21.6197 
16.7918 14.2521 20.916 23.8818 24.1583 
15.7692 14.4993 21.9787 23.9225 23.8303 
15.9121 13.213 21.9985 25.7227 23.1537 
16.1783 11.7176 20.9993 26.4169 24.6879 
15.6447 10.9699 22.0552 26.0973 25.2329 
14.4726 11.8889 22.6039 24.8713 26.1632 
15.0794 11.5817 22.0863 24.2004 27.0522 
13.7897 11.1149 26.3209 22.0539 26.7205 
12.0111 11.604 29.207 21.7246 25.4533 
12.0521 10.6857 27.1616 23.1879 26.9127 
11.6821 10.3202 29.8704 22.2274 25.8998 
11.0792 10.8744 30.4114 23.0185 24.6166 
11.2 10.39 30.7717 21.8866 25.7517 
10.8133 10.1713 31.7366 20.6589 26.6199 
10.384 10.968 29.6692 22.9992 25.9796 
10.7724 11.5108 28.8971 25.1156 23.7041 
10.2699 10.6391 27.2392 28.3718 23.48 
10.1113 10.2959 26.1789 26.2712 27.1428 
