5 10000 300 33
20 20 20 20 20 
14.8589 21.7555 24.7335 20.5016 18.1505 
13.2607 20.6792 26.6348 22.0374 17.3879 
13.6522 19.0563 29.298 21.7935 16.2 
13.5121 16.7956 32.3816 23.2514 14.0593 
13.9744 16.1443 33.9725 22.7173 13.1916 
15.4379 16.0534 35.2961 20.983 12.2296 
17.4955 15.8479 35.2458 18.5921 12.8187 
17.7119 15.4937 35.352 19.057 12.3855 
17.4274 14.8897 34.8189 20.4809 12.3832 
17.1985 14.1115 37.4094 18.1192 13.1613 
17.6902 15.822 35.5878 17.5012 13.3988 
18.3812 15.3852 34.8042 18.8021 12.6273 
19.2681 16.6073 31.7432 17.9282 14.4532 
19.544 17.7631 28.4842 17.9731 16.2356 
19.9572 18.1408 26.2791 18.2458 17.3771 
20.0747 18.6858 24.1973 18.7383 18.3039 
19.943 18.7769 23.8911 18.8031 18.5859 
19.8725 19.2894 22.3416 19.3025 19.1939 
19.8372 19.5457 21.5668 19.5523 19.498 
19.9186 19.7729 20.7834 19.7761 19.749 
19.9593 19.8864 20.3917 19.8881 19.8745 
19.9797 19.9432 20.1959 19.944 19.9372 
19.9898 19.9716 20.0979 19.972 19.9686 
20.0867 19.1601 21.5169 20.0778 19.1586 
20.0433 19.5801 20.7584 20.0389 19.5793 
20.0217 19.79 20.3792 20.0194 19.7897 
20.0108 19.895 20.1896 20.0097 19.8948 
20.0054 19.9475 20.0948 20.0049 19.9474 
20.0027 19.9738 20.0474 20.0024 19.9737 
20.0014 19.9869 20.0237 20.0012 19.9869 
19.8046 19.7974 20.306 20.2947 19.7973 
19.9023 19.8987 20.153 20.1474 19.8987 
19.9511 19.9493 20.0765 20.0737 19.9493 
20 20 20 20 20 
16.9257 18.7838 25.5405 20.1351 18.6149 
16.1444 17.7718 29.2507 20.2631 16.57 
15.3145 18.2174 30.3635 20.7165 15.3881 
15.0184 17.3031 30.8762 21.886 14.9163 
14.5831 17.494 31.9976 23.3224 12.6028 
12.952 16.2942 33.7661 24.3971 12.5907 
13.4446 14.9415 35.1757 24.3937 12.0445 
14.7055 14.4035 35.6551 23.3313 11.9046 
14.5267 15.68 36.3058 21.883 11.6045 
15.774 14.7549 36.7699 20.25 12.4512 
15.933 13.6993 37.0631 21.0446 12.2601 
17.2768 14.091 35.7729 19.143 13.7162 
18.1622 14.982 34.1563 17.9048 14.7946 
17.6877 16.0976 32.2421 18.3786 15.594 
18.3893 17.1397 28.3938 19.1893 16.8879 
19.1946 18.0937 25.6255 19.1185 17.9678 
19.4983 18.9478 23.2088 19.4602 18.8849 
20.0433 19.2778 21.8985 19.534 19.2464 
20.0216 19.6389 20.9493 19.767 19.6232 
20.0108 19.8195 20.4746 19.8835 19.8116 
20.0054 19.9097 20.2373 19.9418 19.9058 
20.0027 19.9549 20.1187 19.9709 19.9529 
20.0014 19.9774 20.0593 19.9854 19.9764 
20.0007 19.9887 20.0297 19.9927 19.9882 
20.3964 19.8953 19.9158 19.8973 19.8951 
20.1982 19.9477 19.9579 19.9487 19.9476 
20.0991 19.9738 19.979 19.9743 19.9738 
20.0495 19.9869 19.9895 19.9872 19.9869 
20.0248 19.9935 19.9947 19.9936 19.9934 
20.0124 19.9967 19.9974 19.9968 19.9967 
20.0062 19.9984 19.9987 19.9984 19.9984 
20.0031 19.9992 19.9993 19.9992 19.9992 
20.0015 19.9996 19.9997 19.9996 19.9996 
20 20 20 20 20 
15.1839 19.0301 23.8796 20.5351 21.3712 
14.2218 17.5261 28.3763 21.041 18.8348 
13.9971 15.9487 30.5055 21.299 18.2497 
15.0755 15.859 31.022 22.1879 15.8556 
14.8731 15.7139 31.9781 21.2736 16.1614 
14.9708 14.0213 34.6534 21.7669 14.5875 
14.1378 15.3798 34.9233 20.9693 14.5899 
14.4083 15.0293 37.6451 19.2003 13.717 
13.9943 15.7451 36.9296 20.7112 12.6198 
14.6058 14.9378 36.943 20.9534 12.5599 
16.5622 16.4195 36.0641 18.5014 12.4528 
19.5714 15.6291 33.8385 17.3152 13.6457 
18.7004 18.2797 29.71 17.5723 15.7376 
19.1793 17.6868 29.3849 17.3332 16.4158 
19.2227 18.0177 27.5365 17.8409 17.3822 
19.4153 18.8128 24.5526 18.7244 18.495 
20.085 19.3121 23.1253 18.7961 18.6815 
19.6579 19.2714 23.1011 19.0135 18.9561 
20.0141 19.8209 22.6617 18.766 18.7373 
20.0071 19.9104 21.3308 19.383 19.3687 
20.0035 19.9552 20.6654 19.6915 19.6843 
19.9028 19.8786 20.2337 20.2418 19.7432 
19.9514 19.9393 20.1168 20.1209 19.8716 
19.9757 19.9697 20.0584 20.0604 19.9358 
19.9878 19.9848 20.0292 20.0302 19.9679 
19.9939 19.9924 20.0146 20.0151 19.9839 
19.997 19.9962 20.0073 20.0076 19.992 
19.9985 19.9981 20.0037 20.0038 19.996 
19.9002 19.9 19.9028 20.3979 19.899 
19.9501 19.95 19.9514 20.199 19.9495 
19.9751 19.975 19.9757 20.0995 19.9747 
19.9875 19.9875 19.9879 20.0497 19.9874 
19.9938 19.9938 19.9939 20.0249 19.9937 
20 20 20 20 20 
17.3801 19.7786 27.3432 19.0406 16.4576 
15.0914 21.654 30.2806 18.1708 14.8032 
16.0823 21.0404 31.4513 17.3171 14.1089 
15.7659 20.6326 30.6133 19.6136 13.3747 
16.2163 19.9317 32.1336 19.2619 12.4566 
15.8274 18.5623 32.7334 20.6836 12.1932 
16.872 16.9895 34.2834 20.1335 11.7216 
16.695 17.4233 33.8828 20.5578 11.4412 
16.1906 15.9666 35.961 20.475 11.4069 
16.3453 15.2333 34.4805 21.4875 12.4534 
17.8602 14.4916 36.3027 18.5562 12.7892 
17.7536 15.7017 35.4308 17.3664 13.7475 
17.8054 17.1366 31.2868 19.0403 14.7309 
19.0531 16.463 31.0569 17.4149 16.0121 
19.8869 17.2405 28.1411 17.7165 17.015 
19.2027 17.8795 27.0335 18.1175 17.7668 
19.3101 18.6485 24.6818 18.7675 18.5921 
19.8492 19.033 23.0205 19.0925 19.0048 
19.7285 19.3204 22.2946 19.3502 19.3063 
19.7653 19.5612 21.5433 19.5761 19.5542 
19.8826 19.7806 20.7717 19.788 19.7771 
19.9413 19.8903 20.3858 19.894 19.8885 
19.9707 19.9451 20.1929 19.947 19.9443 
19.9853 19.9726 20.0965 19.9735 19.9721 
19.9927 19.9863 20.0482 19.9868 19.9861 
19.9963 19.9931 20.0241 19.9934 19.993 
19.9982 19.9966 20.0121 19.9967 19.9965 
20.3951 19.8993 19.907 19.8993 19.8992 
20.1976 19.9496 19.9535 19.9497 19.9496 
20.0988 19.9748 19.9768 19.9748 19.9748 
20.4267 20.3648 20.3657 19.4214 19.4214 
20.2134 20.1824 20.1829 19.7107 19.7107 
20.1067 20.0912 20.0914 19.8553 19.8553 
20 20 20 20 20 
18.8768 19.9638 25.942 16.8841 18.3333 
18.8307 17.9929 28.5787 17.8343 16.7634 
19.7757 16.504 31.5566 17.1754 14.9883 
18.1157 15.5305 34.1328 19.8219 12.3992 
16.9174 15.6248 35.2938 19.4427 12.7213 
15.3791 15.2518 33.7369 22.1781 13.4541 
14.9623 13.9896 35.6563 22.4527 12.9392 
14.9811 13.4948 37.0782 22.2263 12.2196 
16.718 13.1852 37.6378 20.7698 11.6892 
17.1219 13.2936 36.8601 19.921 12.8034 
16.9379 13.1913 36.4929 20.1699 13.208 
16.469 13.7385 36.2464 19.2278 14.3183 
16.7451 15.3799 35.1445 18.1245 14.6059 
17.5726 15.6899 32.7722 18.6623 15.303 
17.4819 16.9754 29.8644 18.8964 16.7819 
17.5129 17.6982 29.4059 18.2201 17.1629 
18.6621 18.2831 26.4954 18.544 18.0154 
19.3311 19.1415 23.2477 19.272 19.0077 
19.4694 19.3747 22.4082 19.4399 19.3078 
19.7347 19.6873 21.2041 19.72 19.6539 
19.6713 19.6476 20.8962 20.1541 19.6309 
19.8356 19.8238 20.4481 20.077 19.8154 
19.9178 19.9119 20.224 20.0385 19.9077 
19.9589 19.9559 20.112 20.0193 19.9539 
19.6882 19.6867 19.7647 21.1747 19.6857 
19.8441 19.8434 19.8824 20.5873 19.8428 
19.922 19.9217 19.9412 20.2937 19.9214 
19.862 19.8618 19.8716 20.5429 19.8617 
19.931 19.9309 19.9358 20.2714 19.9308 
19.9655 19.9655 19.9679 20.1357 19.9654 
19.8837 19.8837 19.8849 20.4639 19.8837 
19.9419 19.9419 19.9425 20.2319 19.9419 
19.9709 19.9709 19.9712 20.116 19.9709 
