5 80000 300 266
20 20 20 20 20 
15.6818 22.8788 22.1212 19.9747 19.3434 
13.5098 24.4779 24.4393 19.6246 17.9484 
12.0883 24.239 25.2196 20.7012 17.752 
11.8045 24.7923 26.0891 20.8345 16.4797 
11.1831 25.0928 28.2131 20.4172 15.0938 
12.4208 22.7903 30.448 19.4769 14.864 
13.392 22.7773 30.1292 19.7656 13.936 
12.1505 22.2977 30.649 22.0906 12.8122 
12.6137 21.7899 29.5553 21.4299 14.6112 
13.433 20.9417 29.4973 22.2804 13.8477 
12.324 21.4521 29.9355 21.5374 14.7509 
12.6736 20.261 30.7817 22.0478 14.2359 
11.729 20.0569 31.935 22.4209 13.8582 
10.8413 19.9822 31.7082 23.5947 13.8735 
11.1563 19.5921 31.9389 23.8921 13.4206 
12.0125 19.7156 30.8488 23.8764 13.5467 
11.8337 18.8322 31.6249 23.5932 14.116 
11.7848 18.9515 30.7269 25.4885 13.0482 
11.2193 17.7082 33.5232 26.0615 11.4878 
10.9365 16.3602 33.4686 27.3164 11.9182 
10.3843 18.7316 32.2019 27.4472 11.2349 
10.1685 18.8445 32.9256 27.1122 10.9492 
11.1702 18.7301 33.2886 25.6086 11.2025 
11.7866 19.8302 31.1146 25.595 11.6736 
12.4723 19.1256 31.8252 23.6827 12.8942 
11.4925 17.6397 32.7075 26.5849 11.5753 
11.1128 19.1602 32.3223 25.8579 11.5468 
12.1484 17.9134 31.9572 26.7349 11.246 
12.2611 18.1739 33.024 25.9937 10.5473 
12.2844 17.2921 34.0761 25.6892 10.6582 
11.4613 16.0928 34.6504 27.5018 10.2937 
11.564 15.4075 34.4085 28.0565 10.5635 
10.9234 15.4158 34.2994 29.0668 10.2946 
11.7431 15.9994 33.607 28.2269 10.4237 
11.5563 16.1392 33.4702 27.4209 11.4134 
12.4121 17.2834 33.9341 25.7498 10.6207 
12.1174 17.0161 33.7158 26.7911 10.3596 
11.4607 17.302 33.8177 26.084 11.3356 
10.8298 16.6112 34.9437 26.3505 11.2648 
11.5374 16.4689 34.3815 26.7321 10.8802 
12.1278 14.7182 34.5224 27.0818 11.5498 
11.6889 15.2341 34.7612 27.2909 11.0249 
11.299 15.5391 35.0429 27.6714 10.4475 
11.1482 15.4422 34.4013 28.7973 10.211 
10.764 16.2021 33.7829 29.0822 10.1688 
10.3698 16.6169 35.018 27.9231 10.0722 
11.5708 16.7323 34.3568 27.4126 9.92742 
10.7726 16.8061 33.2909 28.2843 10.8461 
10.2959 17.7054 33.5705 28.0957 10.3326 
11.0222 17.5959 31.676 29.485 10.2209 
11.3006 17.0874 33.338 28.1635 10.1105 
11.715 16.8995 33.9197 27.4241 10.0418 
12.1578 17.0288 33.1797 27.519 10.1147 
11.4805 17.7942 31.6868 28.8565 10.182 
11.4655 17.1668 33.1462 26.8964 11.3251 
12.0169 16.7801 32.1469 27.246 11.8101 
13.461 15.1651 32.7401 27.3086 11.3251 
12.7561 14.8903 34.8316 25.7056 11.8164 
12.8646 15.0127 35.2536 25.9609 10.9082 
13.7776 16.1404 34.5083 25.2227 10.351 
12.8948 16.4786 33.3202 26.4252 10.8812 
13.1934 16.9695 32.5331 26.9692 10.3348 
14.0292 15.782 34.2395 25.7819 10.1674 
14.5081 16.0305 34.0448 25.1649 10.2517 
14.8338 14.9302 36.0384 23.7526 10.445 
15.0594 15.7552 34.3404 24.7002 10.1448 
14.9823 15.3302 34.7854 24.6807 10.2214 
16.2823 13.9838 34.9751 24.703 10.0558 
15.3619 13.8039 34.245 26.6567 9.93252 
15.4934 12.4417 35.3043 25.1181 11.6424 
16.5939 13.0573 34.4082 24.4893 11.4512 
15.5413 14.4832 34.1075 25.1708 10.6972 
16.7677 14.1738 33.7204 25.1223 10.2159 
17.7769 14.3123 32.7562 25.1334 10.0212 
15.4225 15.963 33.4235 25.2087 9.9822 
15.2257 15.4959 35.2089 24.1651 9.9044 
