5 80000 300 266
20 20 20 20 20 
21.7188 17.7257 22.8472 19.7222 17.9861 
22.2483 18.8628 23.1829 20.1389 15.5671 
20.0057 17.5455 28.2581 19.9379 14.2529 
18.7928 18.5901 27.7135 20.2429 14.6607 
15.3488 20.334 28.7918 21.2686 14.2567 
15.002 19.8653 30.1287 21.949 13.0551 
14.4328 20.1599 30.178 22.4518 12.7775 
14.113 20.7696 31.066 21.1109 12.9405 
14.5175 20.073 29.6755 24.0299 11.7041 
14.3694 19.2916 31.2035 23.0759 12.0597 
13.4768 16.6121 34.7029 23.2233 11.9849 
13.0032 16.2257 34.7273 25.0868 10.957 
11.5132 18.1361 32.2821 26.646 11.4226 
10.8242 19.0906 32.5825 26.8365 10.6662 
10.5726 18.8343 32.0022 28.3265 10.2643 
10.7136 19.2324 30.0889 28.3665 11.5987 
10.2818 19.6804 31.3185 26.6029 12.1163 
12.1647 17.8164 31.3736 26.5158 12.1296 
14.4732 16.8392 29.3649 26.936 12.3866 
13.7883 17.615 30.0848 26.9163 11.5956 
13.7435 18.3966 29.7684 26.4718 11.6197 
13.1654 16.8906 28.7537 29.5529 11.6374 
15.2388 16.6457 29.411 27.8744 10.8301 
13.1488 17.8523 29.882 28.1725 10.9444 
13.2645 17.8463 30.4339 27.3492 11.106 
11.6091 18.8769 30.7262 28.2579 10.5299 
11.2419 18.0673 32.8572 27.1313 10.7023 
11.7508 17.3269 32.6546 27.9887 10.279 
11.1995 16.7653 32.6467 29.2721 10.1164 
10.8823 14.648 34.0138 30.4837 9.97219 
11.4553 13.2202 35.1673 29.5107 10.6465 
12.7682 12.696 32.7388 30.2685 11.5285 
12.5184 13.6397 33.962 29.0231 10.8568 
12.495 14.4162 34.4413 28.2304 10.4171 
13.2845 13.8748 34.3811 28.3127 10.1468 
12.7599 15.055 33.8965 27.9211 10.3675 
13.4565 14.7201 35.2777 26.3735 10.1722 
13.6888 16.5248 34.2282 24.9037 10.6545 
12.8024 16.0895 33.8197 27.0547 10.2338 
12.9024 16.4372 34.6403 25.7023 10.3178 
12.0982 16.3362 34.7319 26.3805 10.453 
11.9385 16.3412 34.914 26.6518 10.1544 
11.9359 15.6885 33.0895 28.839 10.4471 
