5 2000 100 20
20 20 20 20 20 
15.4878 23.4146 16.7073 22.8049 21.5854 
15.002 20.8471 20.1816 22.6928 21.2766 
15.4797 19.2001 18.6014 24.1123 22.6064 
15.1984 18.7161 18.693 25.0396 22.3529 
14.4413 16.4633 21.4518 26.204 21.4396 
13.8873 17.9539 21.5592 23.6576 22.942 
13.8008 17.8341 22.4939 22.9716 22.8996 
13.2191 18.8072 20.5876 25.4968 21.8894 
13.554 18.0147 21.4049 26.3595 20.6669 
13.2537 14.4478 26.5056 26.1331 19.6599 
12.7766 16.3148 25.8196 25.0986 19.9904 
12.674 17.3003 24.9098 24.835 20.2809 
12.2692 15.1473 23.7543 28.2367 20.5924 
11.9149 14.7991 24.883 28.5692 19.8338 
11.452 13.4435 22.3316 31.0429 21.7301 
10.9073 12.9394 22.5648 32.8789 20.7096 
11.1914 13.0271 21.6649 32.0132 22.1034 
11.0931 13.5816 21.3037 32.7605 21.2611 
11.9049 14.5943 19.6114 31.6982 22.1913 
20 20 20 20 20 
17.7778 18.3333 21.6667 22.7778 19.4444 
17.081 19.6186 21.0028 21.8409 20.4567 
16.9644 19.5919 21.9145 20.703 20.8262 
15.5092 18.7149 22.5788 23.0542 20.1428 
14.6695 20.2617 19.5341 26.1548 19.3799 
14.437 17.8013 19.9943 27.2819 20.4854 
12.918 16.9317 21.3961 27.1125 21.6417 
11.8353 17.8745 23.8701 25.1154 21.3047 
12.2628 17.8205 24.8792 25.7557 19.2818 
11.9325 16.9213 21.2794 29.7287 20.1381 
12.9726 15.7855 17.6461 29.8325 23.7633 
12.6993 16.4726 17.4029 28.5257 24.8994 
12.7033 16.2474 19.4749 27.7988 23.7757 
12.492 16.0184 19.0942 27.9345 24.4609 
12.7166 15.6563 20.4294 26.9084 24.2893 
12.9675 15.012 21.1343 28.3967 22.4895 
12.1594 15.6141 22.7293 29.0632 20.4339 
12.4381 14.7435 21.7693 29.2715 21.7777 
12.4018 13.5545 24.8631 27.8078 21.3727 
20 20 20 20 20 
16 18 24 22.5 19.5 
15.2165 17.5052 23.5979 24.3943 19.2861 
15.9416 16.2526 23.1879 25.8083 18.8097 
16.0263 17.293 24.0939 23.4597 19.1271 
14.8314 18.0215 24.2629 23.3776 19.5067 
14.1167 17.5159 24.7603 25.3486 18.2585 
13.3398 16.2956 25.4455 26.2421 18.677 
13.7351 16.5717 24.1358 26.4363 19.1211 
13.5536 17.0068 22.8237 25.7181 20.8978 
12.3619 17.014 23.9119 26.6889 20.0233 
12.7524 15.3642 23.0988 27.6301 21.1545 
12.6949 14.0008 21.989 27.8261 23.4894 
12.6332 15.0004 20.423 29.3416 22.6018 
12.4277 15.278 17.9893 31.0597 23.2454 
12.2912 17.0312 20.5969 28.237 21.8437 
12.2953 14.9327 20.9936 30.1613 21.617 
11.928 15.5589 22.6355 27.5084 22.3692 
12.1044 15.6742 21.2593 27.4969 23.4653 
12.7773 14.2698 20.5712 27.7835 24.5981 
20 20 20 20 20 
20.7143 17.1429 15.9524 22.5 23.6905 
17.1368 18.1759 17.8632 25.6568 21.1673 
16.0814 17.8963 18.5171 27.0771 20.4282 
16.2496 17.4058 20.2038 28.4639 17.6768 
16.0613 16.904 20.9485 28.2531 17.8331 
14.0202 16.7853 20.8909 29.4911 18.8124 
14.5777 17.0413 19.6346 28.5294 20.217 
14.0951 17.4212 19.765 28.6626 20.0561 
13.4305 18.551 19.191 27.3632 21.4642 
12.9653 17.2301 20.391 27.6021 21.8117 
12.0976 17.1712 22.4949 28.5069 19.7294 
12.0012 16.3237 19.5808 28.5392 23.5552 
11.4354 15.4988 22.2904 27.8565 22.9189 
11.7177 14.6065 22.8595 27.0711 23.7452 
12.4065 14.1485 22.4416 28.1189 22.8845 
12.353 13.7587 20.5791 29.3001 24.0091 
12.211 13.4886 18.9102 30.742 24.6482 
12.1748 13.3917 18.9927 29.8219 25.6189 
12.4899 13.708 18.6427 28.9353 26.2241 
20 20 20 20 20 
17.1429 17.1429 20.4396 22.0879 23.1868 
15.8748 17.2793 21.4557 23.1226 22.2676 
15.1213 16.973 20.498 24.7797 22.628 
14.1744 19.0685 22.9474 22.9719 20.8378 
13.1081 18.4348 23.7774 24.0514 20.6283 
14.226 17.4184 22.2061 24.9886 21.1607 
13.3277 17.7488 20.9901 26.9011 21.0323 
13.6226 15.5754 22.8662 27.6258 20.31 
13.2629 16.3899 22.9922 25.9097 21.4453 
13.0642 15.5049 20.8528 27.2823 23.2958 
12.1818 15.662 18.6185 28.6129 24.9247 
12.4863 15.3892 18.0302 29.4227 24.6717 
12.3542 15.7501 17.904 29.9891 24.0025 
12.4958 14.4685 17.1937 31.4781 24.3639 
11.8345 15.3348 18.0941 30.5435 24.1931 
12.2047 15.7512 17.4303 30.2418 24.372 
12.563 15.7408 17.7039 29.1659 24.8265 
12.4945 15.5627 19.207 29.3758 23.36 
12.3166 15.0068 19.7191 27.6937 25.2638 
