5 80000 300 266
20 20 20 20 20 
18.2305 21.5226 20.5967 21.0082 18.642 
16.0001 20.8065 23.0523 22.2423 17.8989 
15.7681 20.9065 24.1082 21.8432 17.3739 
14.2885 20.7903 27.5597 20.9216 16.4398 
12.8004 20.5762 29.0514 22.3386 15.2335 
11.3551 20.3106 29.5032 23.5567 15.2744 
10.8461 19.5935 30.1448 24.2503 15.1653 
10.3656 20.2565 30.3598 24.6539 14.3643 
10.4398 19.8245 31.3014 25.1774 13.2569 
10.3601 18.3235 32.5899 23.9205 14.806 
11.0134 16.3046 33.795 26.1269 12.7602 
10.5875 17.2747 31.909 28.3059 11.9228 
10.2455 17.2122 33.9497 26.7134 11.8793 
10.1485 17.8845 33.0831 26.8876 11.9963 
9.99032 17.4554 33.0883 27.7124 11.7536 
11.5805 18.4838 32.5198 26.4172 10.9987 
10.7556 17.556 32.4262 28.4511 10.8111 
10.3423 16.4612 32.5251 30.3012 10.3701 
10.1712 16.5639 33.2864 28.8411 11.1374 
10.0117 16.5332 34.1309 28.8294 10.4948 
9.99338 16.7454 34.1477 28.5045 10.609 
10.4745 16.065 34.4398 28.821 10.1996 
10.1723 16.7338 33.9732 28.8261 10.2946 
10.0862 16.9919 33.1116 28.913 10.8973 
10.8743 17.429 33.5533 27.6079 10.5355 
11.0744 16.3125 33.6884 28.3873 10.5374 
11.5942 15.876 34.8965 27.3765 10.2568 
12.7864 16.1369 33.9805 26.8603 10.2359 
13.7642 16.1766 35.0492 24.9781 10.032 
13.8441 17.2022 32.4613 26.5397 9.95269 
14.5015 17.2808 32.3676 25.9838 9.86632 
12.4145 19.3457 31.8009 26.468 9.97094 
11.953 19.2083 32.6486 25.7034 10.4867 
13.1193 19.3444 31.649 24.9296 10.9576 
13.4562 17.4308 33.5585 25.0264 10.5281 
13.7457 16.1089 34.8244 24.9192 10.4019 
12.0371 16.3878 34.431 26.5441 10.6 
11.5324 15.838 34.8847 27.5578 10.1872 
10.7534 14.8244 35.0894 28.6126 10.7202 
11.1649 15.1708 34.2935 29.0846 10.2862 
11.0784 15.3602 33.7687 28.7514 11.0412 
12.9466 13.6325 34.3447 28.1323 10.9439 
13.3483 13.5662 35.0473 27.5662 10.4719 
13.0544 13.554 34.8414 28.3664 10.1839 
14 12.8911 35.3555 27.7702 9.98325 
14.8534 12.3356 36.1332 26.7123 9.96545 
15.2564 11.937 36.6106 26.2682 9.92778 
14.865 12.5475 35.6737 26.9499 9.96389 
13.6309 14.8137 33.8148 27.8 9.94062 
13.7951 14.7672 33.1511 28.367 9.91955 
13.3927 15.1042 34.3451 27.2963 9.86174 
14.007 13.8184 34.666 27.6168 9.8917 
13.7317 13.2417 34.4834 28.716 9.82712 
13.213 14.5224 34.4697 27.9591 9.83584 
14.2454 13.3723 37.096 25.3684 9.91792 
15.6626 12.0581 35.6279 26.7338 9.91764 
14.0468 14.3163 34.8029 26.9028 9.93119 
15.8549 13.8158 33.5699 26.9025 9.8569 
16.5626 13.5931 32.9409 27.1003 9.8031 
15.502 14.2897 35.4078 24.9943 9.80618 
15.7673 15.4329 34.0082 24.9971 9.7944 
15.0451 14.6175 34.3218 26.1704 9.84511 
14.7828 14.432 34.8321 26.0989 9.85406 
16.7065 14.0653 34.2654 25.1043 9.85854 
16.0768 13.1302 33.9349 27.0508 9.80732 
15.6986 12.4147 35.0733 27.0351 9.77831 
15.552 12.5587 36.9961 24.4635 10.4297 
15.0031 14.3914 34.4273 25.6536 10.5246 
16.4681 12.3629 34.9948 26.0487 10.1255 
15.9903 11.9986 34.1179 27.8443 10.0489 
14.8445 14.3555 34.4562 26.3879 9.95596 
15.2126 14.8265 32.1006 27.9248 9.93549 
15.0349 15.1275 30.9075 28.9624 9.96774 
12.4332 16.2716 32.5886 28.807 9.8996 
11.8663 14.7742 34.6559 28.8103 9.8933 
12.1145 13.4311 34.3609 30.2019 9.89171 
12.677 13.6169 34.5044 29.1854 10.0163 
13.0878 13.971 34.1943 28.5046 10.2423 
14.9262 14.3384 32.9795 27.6346 10.1211 
14.2428 14.7963 31.4615 29.4953 10.0041 
12.9597 14.1347 33.096 29.2686 10.541 
13.9384 14.9403 34.0894 26.789 10.2429 
13.8128 13.6154 35.4805 27.0816 10.0097 
13.8228 13.2918 35.6077 27.3737 9.90398 
14.9759 13.0975 35.5458 26.4434 9.93733 
14.5261 13.0004 34.4884 28.0311 9.954 
16.0244 12.6935 33.5584 27.7618 9.9619 
17.1298 11.935 33.838 27.1162 9.98095 
16.9227 11.686 33.048 28.3675 9.97581 
16.0281 12.8163 33.438 27.8336 9.88405 
15.4508 11.9461 34.757 27.9991 9.84709 
15.2182 11.5927 34.5255 28.841 9.82268 
15.9678 10.6595 35.0439 28.5543 9.77456 
15.3115 11.7953 35.6254 27.4955 9.77234 
16.2356 11.9627 34.3807 27.6531 9.76783 
16.1638 11.2975 35.0065 27.7633 9.76897 
15.5514 10.9841 35.1862 28.5158 9.76253 
14.2654 10.8018 35.5872 29.5971 9.74852 
15.8414 10.8063 33.8597 29.6634 9.82922 
16.7703 10.2704 33.3015 29.876 9.78187 
15.6382 10.9994 34.2433 29.2898 9.8292 
17.4917 10.8568 32.8955 28.9306 9.82532 
17.0013 10.8801 32.6471 29.5743 9.89708 
17.0676 10.736 33.3018 28.9616 9.93296 
17.9184 11.2142 34.3432 26.6347 9.88956 
18.7235 11.1626 34.175 26.1119 9.82693 
20.0306 11.6323 34.7626 23.7248 9.84977 
22.0406 11.987 33.0459 23.0966 9.82995 
23.6042 11.0271 33.1337 22.4543 9.78075 
23.9139 10.6378 33.9581 21.6309 9.85932 
22.1806 10.4307 34.551 22.956 9.88174 
21.398 10.9077 33.8909 23.9395 9.86394 
22.7733 10.4074 31.9609 24.9729 9.88553 
21.6857 10.1871 34.7512 23.4499 9.92616 
22.2576 10.0775 34.8997 22.8182 9.947 
22.5839 9.99229 34.4777 23.019 9.92706 
21.3866 9.88574 35.0622 23.8123 9.85312 
22.7728 9.83583 33.7391 23.8328 9.81953 
21.7039 9.99728 33.3775 25.091 9.8304 
20.4865 9.98203 32.9678 26.6651 9.89859 
20.2432 11.2813 32.6129 25.9132 9.94929 
20.7466 10.7969 33.9627 24.5191 9.97465 
20.6774 11.8174 33.0287 24.5906 9.88597 
21.2814 12.1376 32.1709 24.5849 9.82514 
21.5782 12.7876 33.5854 22.1362 9.91257 
22.0848 11.5433 34.5668 21.8654 9.93967 
21.919 10.8041 34.6535 22.7834 9.83997 
21.6738 11.0143 34.5036 22.9563 9.85196 
22.5829 10.4278 33.601 23.5416 9.84661 
22.5126 11.3195 32.147 24.1471 9.8738 
24.0509 11.8887 32.4035 21.8378 9.81906 
21.7294 11.043 35.1162 22.2676 9.84374 
21.4078 11.1126 33.852 23.7536 9.87395 
22.1278 10.5232 34.6413 22.804 9.90386 
