5 80000 300 266
20 20 20 20 20 
19.621 18.965 23.1924 20.3499 17.8717 
20.5754 18.7601 24.6982 19.9483 16.018 
21.9305 17.8086 24.0634 21.7599 14.4376 
23.7121 19.0479 23.3423 20.1259 13.7718 
23.6935 17.8279 24.657 21.017 12.8046 
24.9615 18.75 24.2137 19.4224 12.6523 
21.3651 20.9452 24.8135 20.5583 12.3179 
21.4668 20.8648 25.9362 20.4752 11.257 
20.2623 21.032 25.3878 20.8372 12.4807 
18.9348 19.5453 29.0596 20.5766 11.8837 
18.02 19.6411 30.2096 19.7181 12.4112 
16.957 19.4232 28.3498 22.773 12.497 
16.7755 20.9561 29.1313 20.2293 12.9079 
16.4046 21.343 26.4855 21.929 13.8379 
15.4105 21.1978 28.9178 21.8341 12.6398 
13.9144 22.3636 29.2737 22.1371 12.3112 
14.2828 23.74 28.1252 22.6964 11.1556 
13.6349 25.0734 28.1319 21.1967 11.9631 
12.3067 26.7372 29.1017 20.2642 11.5901 
13.0417 28.808 24.1708 22.1274 11.8521 
14.5441 29.1715 24.0622 20.0172 12.2051 
13.5366 28.8549 24.3281 22.0735 11.207 
13.5598 28.2448 25.2788 22.3951 10.5215 
13.6974 27.3505 23.9258 24.6684 10.3578 
12.9201 28.6753 23.9867 23.8818 10.5361 
12.0892 27.5827 25.6799 24.4133 10.2349 
12.7432 26.9492 24.4428 25.3646 10.5002 
11.7369 25.9175 26.7191 25.4677 10.1588 
11.6001 25.5197 26.4083 25.5387 10.9331 
11.4323 23.2196 27.2272 26.3326 11.7884 
11.3236 22.9416 26.464 26.9513 12.3194 
10.9317 22.5248 26.4711 28.1286 11.9438 
12.3966 20.4208 24.3742 30.7722 12.0362 
13.5154 19.9665 24.4931 30.5746 11.4505 
12.5601 20.8474 23.2342 31.0898 12.2685 
11.2682 21.8251 24.0874 31.1031 11.7162 
10.6341 21.6626 26.9187 28.6765 12.1081 
11.2198 21.3637 25.6121 29.1531 12.6513 
10.5074 21.5019 26.4735 30.2941 11.2231 
10.23 21.6514 26.8623 29.602 11.6542 
10.0795 20.0456 27.7338 30.0492 12.0919 
10.2361 19.3761 30.0332 28.0731 12.2815 
10.6463 20.2532 27.3016 30.3756 11.4233 
11.4264 19.2815 28.909 28.9202 11.4628 
10.8769 17.9531 29.6938 30.0772 11.3989 
11.6429 18.1006 29.2021 28.9072 12.1471 
13.3457 18.6377 27.3438 28.774 11.8988 
13.1205 18.3213 28.7571 28.0123 11.7888 
13.3103 17.5356 30.6285 26.2562 12.2694 
12.021 17.7922 30.1923 26.6647 13.3298 
12.9027 16.9162 29.8831 27.994 12.304 
13.7746 15.5288 30.0931 28.7697 11.8338 
12.619 15.5693 33.827 26.2141 11.7706 
12.3922 15.8138 32.8503 28.0706 10.8731 
13.4425 16.6026 31.7633 27.8034 10.3883 
14.464 16.8315 30.4486 28.0749 10.181 
14.7841 15.5772 31.2399 27.8395 10.5593 
14.199 15.9569 31.5853 27.2861 10.9727 
15.312 16.4326 30.0439 27.7735 10.438 
15.1496 15.3222 31.6886 27.3234 10.5162 
15.7143 15.5422 31.0898 27.486 10.1676 
15.5391 14.1054 31.7174 28.433 10.2051 
13.9577 15.0972 31.824 27.9541 11.1669 
13.1451 15.9937 34.0085 26.0414 10.8113 
13.1941 17.4563 32.0043 26.9396 10.4057 
14.3579 16.3617 31.9054 27.083 10.2919 
15.0737 15.023 30.9527 28.8047 10.1459 
14.6612 18.3923 30.7613 26.1899 9.99525 
13.0558 18.6109 30.3934 27.9804 9.95946 
13.1855 17.8652 29.8706 29.2076 9.87103 
14.3143 16.0212 32.2771 27.5152 9.87223 
14.4174 16.0928 31.344 27.7302 10.4156 
15.7252 15.3266 30.9193 27.7387 10.2902 
15.5646 16.1229 31.3687 26.8744 10.0693 
15.6563 14.3607 33.0072 26.6918 10.284 
16.8578 14.5927 33.4847 24.9362 10.1285 
17.064 13.0067 33.3162 26.6742 9.93892 
18.0681 12.9466 32.5086 26.6103 9.86637 
17.2084 12.4679 31.9219 28.564 9.83782 
16.5618 12.4674 31.4782 29.2687 10.2239 
16.6371 13.22 32.0405 28.059 10.0435 
16.5431 12.4847 34.4275 26.5622 9.98258 
17.8344 11.4336 34.5635 26.2592 9.90932 
19.582 12.5035 31.4092 26.5645 9.94081 
20.6361 13.0123 31.0567 25.3949 9.89998 
20.5606 13.2447 31.4313 24.6921 10.0713 
20.7486 12.683 31.9691 24.605 9.99432 
18.6145 12.6264 32.884 25.9896 9.88543 
18.1644 12.7418 32.5849 26.5663 9.94271 
18.2565 12.3342 30.8184 28.7266 9.86432 
17.2915 13.7473 30.278 28.7948 9.88843 
17.5743 13.8677 30.1688 28.5343 9.85493 
18.2579 13.6191 29.4298 28.8911 9.80212 
18.504 13.3313 30.204 28.1684 9.79236 
18.0992 14.7085 29.3111 28.0252 9.85597 
19.3257 12.2622 30.1464 28.4298 9.83596 
15.6457 13.9659 32.3096 28.175 9.90373 
18.0568 12.0999 31.2133 28.7074 9.92263 
17.4306 12.7993 32.2733 27.5768 9.91999 
18.5106 11.5166 32.9495 27.0925 9.93076 
19.4481 10.9925 31.3508 28.2845 9.92406 
20.5229 10.3779 30.6162 28.6393 9.84368 
17.0991 11.5992 32.2597 28.4222 10.6198 
18.2269 10.7849 32.4055 28.2874 10.2953 
20.3851 11.7508 31.0871 26.7159 10.0609 
21.3844 11.3987 30.5145 26.7301 9.97232 
22.3589 12.0882 30.6739 24.8928 9.98616 
24.8737 10.9804 30.7828 23.2744 10.0886 
25.174 11.9943 30.2966 22.6128 9.92236 
23.716 11.8036 32.2451 22.2742 9.96118 
23.2823 10.9463 31.2561 24.6386 9.87673 
22.5787 10.6294 30.628 26.2255 9.93837 
21.6999 10.3 29.8301 28.2154 9.95452 
21.1178 10.9536 28.9032 29.1375 9.88797 
20.8932 10.34 30.2571 28.7025 9.80721 
20.2099 11.531 30.809 27.6648 9.78526 
22.7263 11.1053 28.1877 28.2337 9.747 
23.2749 11.5821 27.4762 27.7933 9.8735 
22.1165 12.3779 28.5585 27.0703 9.87687 
22.3678 11.6949 29.9042 26.184 9.84915 
22.2781 11.6225 28.9339 27.3777 9.7878 
24.136 11.01 28.84 26.2271 9.78686 
24.0488 10.6168 29.7555 25.7333 9.84551 
21.3367 11.3256 32.0697 25.4741 9.79381 
21.6207 11.5358 31.4317 25.5942 9.81754 
21.0588 11.9791 31.2438 25.8406 9.87772 
21.6081 10.9458 30.3449 27.206 9.89513 
22.6164 11.2981 31.0301 25.2535 9.80193 
23.6949 10.785 31.5271 24.1071 9.88586 
25.0915 10.3032 32.1326 22.619 9.85364 
24.1198 10.7072 34.5848 20.7231 9.86509 
23.5524 11.1745 34.7551 20.6601 9.85792 
24.7174 10.5872 32.9658 21.8006 9.92896 
26.1851 10.2775 32.0777 21.5112 9.9484 
27.2294 10.6447 31.2174 21.0235 9.88492 
26.5777 11.5513 31.7703 20.276 9.82461 
27.4226 11.5507 31.8426 19.4085 9.77553 
28.9352 10.7007 30.1004 20.4505 9.81314 
28.3386 11.4794 29.405 20.8704 9.90657 
27.8535 12.0555 30.8429 19.3826 9.86557 
26.9493 11.0117 31.8202 20.3022 9.91671 
26.9362 10.4738 33.2178 19.446 9.9263 
27.5256 10.189 33.0626 19.3077 9.91523 
26.5793 9.99955 31.7212 21.8374 9.86268 
27.2395 10.1722 31.2211 21.577 9.79027 
27.299 9.96031 31.0193 21.952 9.76935 
27.486 11.2695 30.4468 21.0389 9.75889 
27.7301 10.6187 29.6928 22.095 9.86337 
26.3651 11.85 29.236 22.6754 9.87354 
26.1163 11.1301 28.3404 24.5869 9.82636 
25.9776 11.9409 28.7675 23.5351 9.77895 
29.8493 11.7844 27.1744 21.4575 9.73444 
28.561 11.6916 28.6342 21.387 9.72615 
28.3216 10.8115 28.7007 22.3374 9.82883 
27.7514 11.2783 28.9477 22.2425 9.78019 
26.9963 10.6037 30.4313 22.1142 9.85463 
27.2362 10.2539 33.107 19.5235 9.87939 
26.1599 10.3109 32.7742 20.9658 9.78919 
26.5612 10.1043 32.4281 21.0631 9.8434 
27.0346 9.9065 33.0425 20.2403 9.77607 
27.5312 9.79754 33.3033 19.6357 9.73233 
28.5921 11.5234 30.6895 19.4393 9.75575 
27.1673 10.7122 31.8464 20.4457 9.82837 
26.3288 10.2581 32.0997 21.4974 9.81615 
26.6564 10.0497 32.399 21.0661 9.82871 
27.5258 9.9631 31.6316 21.0269 9.85263 
29.6359 9.90219 30.419 20.196 9.84695 
30.2941 9.88307 30.8558 19.1116 9.85545 
31.3056 9.81958 30.2145 18.8546 9.80577 
30.8909 9.83043 30.0279 19.4273 9.82352 
30.3322 11.0641 29.4152 19.4224 9.76613 
29.7115 10.532 30.1622 19.7112 9.88306 
29.8864 10.7875 30.1118 19.3648 9.84951 
30.8086 10.3617 28.1969 20.7401 9.8927 
28.9428 10.5655 30.2523 20.37 9.86943 
28.3343 10.2672 29.3006 22.1788 9.91914 
29.1022 10.4907 28.936 21.6413 9.8297 
30.0868 10.2454 30.0037 19.7492 9.91485 
30.2158 10.1227 27.2432 22.4608 9.95742 
28.2658 9.99555 28.4243 23.4015 9.91292 
28.9056 9.92202 29.553 21.7386 9.8807 
28.3951 9.92896 30.4816 21.286 9.9083 
29.2982 9.83025 28.6636 22.388 9.81992 
26.6491 10.9151 31.4087 21.194 9.83304 
26.2059 10.3728 30.4501 23.1394 9.83177 
24.5487 10.1563 30.2853 25.1239 9.88577 
24.7339 9.93251 30.5148 25.0215 9.79725 
23.7817 9.95018 29.4053 26.9802 9.88255 
22.9229 9.9573 29.4713 27.725 9.92348 
21.9878 9.91286 30.8541 27.3493 9.89595 
22.2684 9.85839 30.6231 27.4002 9.84994 
23.8859 9.79497 30.58 25.9484 9.79074 
22.0695 9.80255 32.3786 25.9489 9.80043 
23.6593 9.88466 30.475 26.0974 9.88361 
24.0172 10.2548 32.1125 23.6737 9.9418 
25.6753 10.1274 30.2229 24.0035 9.9709 
