5 80000 300 266
20 20 20 20 20 
20.2399 20.0554 22.0849 19.9631 17.6568 
23.4128 19.9467 22.0411 18.4836 16.1159 
22.4441 19.5635 22.9878 20.3074 14.6973 
20.7366 22.6944 21.4939 19.9595 15.1156 
18.934 22.901 23.2967 20.0395 14.8287 
17.2983 20.4866 26.307 18.9555 16.9525 
17.5814 23.077 25.1658 19.95 14.2257 
16.6032 22.8927 26.8537 20.3917 13.2587 
15.7506 23.2831 27.5085 21.5224 11.9355 
14.0805 22.0234 29.0287 22.6944 12.173 
12.2795 21.7178 29.3207 23.6479 13.0341 
12.4603 23.1614 28.4301 22.5463 13.4019 
12.3747 23.6289 27.5886 24.6466 11.7612 
11.7046 24.5731 27.8173 23.3578 12.5473 
10.774 24.8145 26.7722 24.9899 12.6495 
10.8894 22.2159 27.2617 27.0882 12.5448 
10.4775 20.5171 28.4011 28.0955 12.5087 
10.1799 21.435 28.9064 27.3419 12.1367 
10.0325 21.8669 28.0164 27.6939 12.3902 
9.95046 20.144 29.5784 29.1978 11.1293 
9.87272 20.3226 29.9373 28.0386 11.8289 
9.93636 21.7522 29.1732 28.2238 10.9144 
11.0288 20.4332 29.8547 27.5152 11.1682 
11.0324 21.4779 30.3553 25.3567 11.7778 
12.555 20.0836 30.833 24.9356 11.5928 
13.2705 20.881 28.8197 25.9876 11.0411 
11.587 20.3439 27.5741 28.4528 12.0423 
11.3362 19.6408 29.4915 26.813 12.7186 
10.6432 19.6462 29.5467 28.3319 11.8319 
11.0164 19.6181 29.5797 27.7195 12.0663 
10.9694 19.1537 30.8093 27.5733 11.4943 
11.3222 19.856 30.3793 27.1115 11.3309 
12.1777 18.4588 29.4076 27.5368 12.419 
12.0329 17.0383 32.3029 27.2882 11.3377 
12.0117 16.4328 33.0579 27.4331 11.0645 
12.9183 16.0505 32.7732 27.311 10.947 
12.8601 17.3248 31.3624 27.5444 10.9083 
11.3441 19.4732 30.3004 28.5142 10.3682 
10.6146 19.7366 30.0927 28.51 11.0461 
11.5721 18.0243 31.4766 27.0209 11.9061 
11.9399 17.4737 30.2255 29.2797 11.0812 
11.7039 20.0901 29.5623 27.0252 11.6186 
11.1151 22.1264 31.5276 24.0389 11.1921 
10.7634 21.7169 30.4127 25.4577 11.6493 
10.3454 22.2386 29.4921 27.1356 10.7883 
10.6453 21.0696 30.2933 27.6225 10.3693 
10.2222 21.3388 29.0914 29.1379 10.2098 
12.9613 20.2105 28.0723 27.7332 11.0228 
12.9483 21.6724 27.9665 26.9263 10.4865 
12.4998 20.708 28.3422 28.2067 10.2433 
13.4121 21.8405 26.3333 26.9412 11.473 
11.8373 20.7054 26.1738 30.6544 10.6291 
11.7326 20.6886 26.782 28.7639 12.0329 
11.3675 18.6573 29.5279 28.1961 12.2512 
11.0236 19.4015 31.0261 27.4476 11.1013 
10.4515 20.0622 29.9709 29.025 10.4904 
11.5078 19.0054 29.6008 29.6407 10.2452 
