5 80000 300 266
20 20 20 20 20 
19.5361 19.9227 24.3041 18.2474 17.9897 
16.7315 20.3495 27.4489 19.626 15.8442 
15.6071 20.6345 30.0463 19.5831 14.129 
15.6084 18.8538 29.4134 21.6208 14.5035 
15.1852 18.2364 31.9686 21.5247 13.0851 
16.9676 19.3034 31.2621 19.7901 12.6768 
16.1404 18.5844 32.6844 21.148 11.4428 
17.1394 18.6001 32.81 20.5978 10.8527 
17.8776 18.9659 32.7534 19.8455 10.5576 
19.0721 17.483 33.1767 20.0561 10.2121 
19.4383 16.4432 33.3365 20.297 10.485 
18.3441 16.9716 33.4183 20.6485 10.6175 
18.0173 17.5767 32.4339 21.0122 10.9599 
17.5835 17.2425 33.4875 20.7718 10.9147 
16.4841 17.5579 34.0514 21.4719 10.4347 
16.294 17.3504 33.2595 22.9437 10.1524 
15.8676 16.0281 33.7866 23.3591 10.9586 
15.257 16.2211 34.6963 23.422 10.4035 
15.4952 15.9772 34.8148 22.7777 10.9351 
15.8489 15.457 34.6226 23.4141 10.6574 
16.571 15.4979 33.978 23.7371 10.2159 
16.5543 14.4673 34.3016 23.3673 11.3095 
16.9728 15.162 32.2403 23.9599 11.665 
17.3778 15.2023 33.0948 23.4118 10.9133 
17.2846 14.744 33.8597 23.5703 10.5414 
17.3494 15.5514 33.0249 23.9224 10.152 
15.6335 14.8633 34.5537 24.9766 9.97289 
15.6057 15.2206 33.6085 25.6793 9.88594 
16.0706 16.2717 32.946 24.7819 9.92985 
15.3882 16.2909 32.9168 25.4926 9.91145 
13.7182 18.6274 32.2416 25.5174 9.89548 
12.4591 19.047 30.9208 27.692 9.88107 
12.2707 17.6212 32.2984 27.9848 9.82486 
12.22 17.9376 32.1545 27.8813 9.80661 
12.0068 16.7084 33.3991 28.0684 9.81731 
13.5869 16.4519 32.3808 27.7874 9.79297 
13.6945 15.2572 34.2894 26.9145 9.8444 
15.3218 15.397 33.5289 25.8867 9.8657 
15.5974 14.8413 34.0925 25.6417 9.82703 
16.5008 15.0903 32.0905 26.5377 9.78077 
16.4187 14.4758 33.7433 25.5213 9.84088 
17.1799 14.5909 33.9305 24.3783 9.92044 
17.3983 14.5493 33.416 24.7539 9.8825 
17.7045 13.9951 33.3747 24.3393 10.5864 
17.32 14.5244 34.1605 23.7288 10.2663 
18.203 15.0579 33.2093 23.4235 10.1063 
18.0547 14.1405 32.7203 25.0727 10.0118 
18.1858 13.1346 33.9344 24.5413 10.2039 
17.2324 13.8025 34.0215 24.5445 10.3991 
15.6623 13.6763 35.0324 25.5514 10.0776 
16.6996 14.0247 33.4183 25.9255 9.93177 
16.2818 14.3778 32.5732 26.8438 9.92339 
16.7797 13.9952 34.4803 24.8093 9.93552 
19.7213 13.7965 31.5461 24.161 10.7751 
