5 80000 300 266
20 20 20 20 20 
19.6631 22.0567 18.6879 17.4468 22.1454 
18.6102 21.0475 21.6531 19.0287 19.6605 
16.2896 20.2798 24.3521 19.9357 19.1429 
16.4412 20.9806 26.5566 19.5917 16.4298 
13.9126 21.9858 27.3408 20.1753 16.5855 
12.8773 22.2868 29.4599 20.9429 14.4331 
13.1954 22.292 30.8335 19.4805 14.1985 
13.2419 19.4794 33.3222 19.4249 14.5317 
13.7814 17.7644 33.6981 21.5643 13.1918 
14.3375 18.2202 32.2155 22.7207 12.5061 
13.4919 17.8923 32.8525 24.5922 11.1711 
14.3469 17.616 32.9346 24.4101 10.6924 
14.1179 18.4145 33.1339 23.7791 10.5545 
14.0704 18.0578 34.1532 23.4988 10.2198 
14.8323 17.321 34.032 23.1355 10.6792 
13.7542 17.9328 33.4479 24.5959 10.2692 
13.7866 17.2579 34.9401 23.9814 10.0341 
14.1268 18.5274 32.9523 24.4272 9.96628 
13.2406 16.2567 34.1917 26.0831 10.2279 
13.2529 16.6743 33.9326 25.5415 10.5986 
13.8746 15.0939 33.7968 26.8985 10.3362 
13.3446 13.8399 35.5483 26.3783 10.8889 
14.3078 14.1859 35.6313 25.5044 10.3706 
14.038 15.5471 34.12 25.3126 10.9824 
13.5005 17.9587 32.5693 25.3878 10.5838 
12.7743 18.4974 33.875 24.6216 10.2317 
12.2551 17.5617 33.9302 25.636 10.617 
12.2935 17.5252 33.6691 26.1588 10.3534 
12.5323 15.871 34.7864 26.6939 10.1164 
13.0091 15.8236 33.6782 27.3418 10.1473 
13.3624 15.7671 34.4201 26.0151 10.4352 
15.0344 15.4015 33.3199 25.6567 10.5875 
14.1511 15.1946 31.5248 28.5532 10.5763 
13.3256 16.1757 33.0418 26.8991 10.5578 
14.3 16.6797 31.676 26.8147 10.5295 
13.729 17.67 31.6275 26.326 10.6475 
13.353 21.0487 30.3176 24.3589 10.9217 
13.5058 20.7683 31.6222 23.6429 10.4609 
11.7274 20.9709 32.1376 24.9592 10.2049 
11.917 19.3232 32.0494 26.4021 10.3083 
10.9077 17.7834 33.4105 27.2874 10.611 
10.3761 16.9228 32.7674 29.1877 10.7459 
10.4237 17.6237 31.8287 29.7771 10.3468 
10.2118 17.6869 33.0394 28.8886 10.1734 
10.3298 16.5549 33.1864 29.2453 10.6837 
10.1394 15.2927 34.0677 29.6737 10.8265 
10.0202 14.2058 34.2368 31.0497 10.4875 
10.8543 14.3756 34.1314 30.4599 10.1788 
12.6073 15.0207 31.6871 30.6347 10.0503 
12.7469 14.598 32.725 30.0081 9.92203 
13.0918 13.3713 33.8044 29.8619 9.87058 
12.2711 13.8104 34.0778 29.9437 9.89712 
12.737 13.7511 34.276 29.0305 10.2053 
12.4053 14.8808 32.6236 30.0008 10.0895 
12.8693 15.1737 32.3118 29.6671 9.97809 
12.8779 15.19 32.6507 29.3954 9.88595 
12.4492 15.907 33.333 28.3806 9.93019 
12.6076 16.1982 32.358 28.8179 10.0183 
12.314 15.8996 33.3146 28.4755 9.99636 
11.0688 17.3956 32.1485 29.3511 10.036 
11.8669 17.1411 32.6969 28.3959 9.89925 
11.2244 17.433 33.1474 28.3514 9.8438 
11.7503 17.0285 33.0699 28.2422 9.90911 
10.888 14.8125 34.6583 29.8023 9.83888 
11.4492 13.2809 35.3448 30.0448 9.88027 
11.9044 14.0843 33.6837 30.4718 9.85587 
11.6703 15.1538 32.7993 30.5285 9.84815 
11.6775 14.778 32.8399 30.4816 10.223 
11.2151 14.1094 33.0866 31.5043 10.0846 
10.5391 13.904 32.5707 33.0124 9.97381 
11.6554 15.2401 31.9103 31.316 9.87821 
12.2417 13.5967 35.1972 29.0691 9.89537 
13.8795 13.4075 33.9779 28.9024 9.83274 
14.4606 14.0854 34.3984 27.2645 9.79102 
14.0359 15.0983 32.1992 28.7712 9.89551 
14.7314 14.5739 33.0418 27.7465 9.90643 
14.0139 15.0432 32.4489 28.5547 9.93937 
14.9166 13.7363 32.0436 29.3903 9.91319 
14.8657 12.851 32.1187 30.2222 9.94235 
13.7003 12.4144 32.7724 31.2671 9.84583 
14.1358 12.35 32.9576 30.6336 9.92291 
13.7251 11.6991 33.476 31.1808 9.91896 
14.3988 12.0814 32.1003 31.5324 9.88702 
14.6642 12.0971 32.9516 30.4141 9.87309 
13.9889 11.9657 33.4876 30.5917 9.96613 
12.9711 12.3968 34.3823 29.7273 10.5224 
12.4856 12.7698 34.7626 29.7208 10.2612 
12.9763 12.4021 34.0002 30.6197 10.0017 
12.702 12.2704 34.9192 30.1942 9.91413 
12.656 12.7335 34.1751 30.493 9.9424 
12.7383 11.9223 33.6118 31.7707 9.95696 
13.8836 12.3195 33.5689 30.3362 9.89177 
15.5572 12.4675 32.4768 29.6297 9.86896 
15.2709 12.197 33.0579 29.6466 9.82745 
15.0254 12.0734 33.5101 29.6032 9.78794 
15.846 11.8543 33.2645 29.267 9.76818 
14.0392 12.655 32.5344 30.9944 9.77706 
13.2506 11.6466 33.5924 31.7586 9.75175 
12.7792 11.3618 34.7962 31.2639 9.79895 
11.6926 13.5597 32.3981 32.4501 9.89948 
12.612 13.3805 33.5258 30.5815 9.90023 
12.9236 12.4255 34.8511 29.8496 9.95012 
13.918 12.3531 34.3846 29.3985 9.94582 
12.6165 12.7515 35.2351 29.531 9.86588 
13.68 12.6257 34.765 29.0283 9.90089 
14.5571 11.2968 33.4597 30.7521 9.93437 
14.9362 11.0538 32.4956 31.5923 9.92214 
15.3459 10.8324 33.4504 30.4264 9.94499 
16.2538 10.3667 33.3919 30.0647 9.92299 
17.2909 10.1673 32.7731 29.8233 9.94542 
17.4417 10.0219 34.9051 27.7203 9.91098 
17.8118 10.92 33.5131 27.7995 9.95549 
17.7583 11.0338 32.6582 28.6539 9.89578 
17.4121 10.457 34.2932 27.9497 9.88801 
17.4858 10.1392 35.3014 27.2189 9.85472 
20.1492 10.0696 33.7444 26.1094 9.92736 
19.7968 10.2817 32.613 27.4066 9.90195 
19.6666 10.2733 32.5316 27.6106 9.91786 
20.0722 10.0855 34.3546 25.58 9.90774 
22.2618 10.2151 33.1647 24.5455 9.8128 
23.0357 10.0282 31.6617 25.4474 9.82704 
24.802 10.1802 32.9895 22.1333 9.89507 
24.901 9.96813 33.4155 21.8898 9.82558 
22.5124 9.93762 34.0452 23.6384 9.86635 
21.4229 10.3021 35.3559 22.9859 9.93318 
21.0733 10.0853 33.7964 25.1442 9.9008 
20.4725 10.0106 33.4046 26.1939 9.91835 
23.0741 10.4107 33.2564 23.401 9.85782 
24.1724 10.079 33.5957 22.3503 9.80256 
25.8117 10.5951 31.8305 21.9595 9.80324 
25.0271 11.0214 33.7604 20.4073 9.78377 
23.1038 10.3718 33.1996 23.5717 9.753 
24.8278 10.1859 30.5653 24.5445 9.8765 
23.3458 9.93167 31.5909 25.3547 9.77696 
24.3848 9.88109 32.0666 23.8638 9.80373 
25.1015 9.84963 34.2151 21.0228 9.81096 
26.8364 9.89376 33.2566 20.1387 9.87442 
26.394 9.79117 35.3134 18.7199 9.7815 
27.9219 9.74995 33.1907 19.3923 9.74512 
26.7126 9.74075 32.1994 21.6089 9.73833 
26.5057 9.7405 32.4958 21.5187 9.7393 
25.0373 10.0891 35.1031 20.0186 9.7518 
27.235 10.0091 32.4452 20.4703 9.84044 
26.8341 9.94085 31.9869 21.3817 9.85653 
23.7345 9.89106 30.7554 25.7702 9.8489 
24.8169 9.80165 32.8237 22.7772 9.78056 
23.3957 9.83713 32.9724 23.9682 9.82659 
24.3739 9.84814 32.6834 23.2517 9.84287 
24.3445 9.88982 32.9513 22.9272 9.88719 
23.9006 10.3461 32.8337 23.0377 9.88187 
24.1537 10.0883 32.0101 23.8917 9.85619 
23.2471 10.0087 33.7355 23.1161 9.89263 
25.2599 9.91344 31.2314 23.7399 9.85541 
26.4998 9.92247 31.0267 22.6576 9.89346 
27.7954 9.87033 33.5133 18.9652 9.85582 
27.9241 9.88566 35.0735 17.2384 9.8784 
26.9053 9.90737 33.8488 19.4348 9.90374 
29.8812 9.95368 32.4601 17.7531 9.95187 
29.2729 9.86284 34.9597 16.0427 9.86193 
29.4015 9.79719 34.0906 16.914 9.79674 
28.9865 9.77664 32.3763 19.0842 9.77642 
30.0363 9.75724 32.4803 17.969 9.75712 
30.0945 10.2221 32.8432 16.9998 9.84039 
31.5914 10.0743 33.701 14.7499 9.88343 
31.6408 9.96673 34.2801 14.2411 9.87129 
33.7998 9.94912 33.5784 12.7713 9.9014 
32.4289 9.92336 33.6834 14.0648 9.89951 
32.9363 9.92857 32.7357 14.4827 9.91664 
34.3629 9.87657 33.7363 12.1536 9.8706 
34.3401 9.91983 33.6578 12.1654 9.91685 
33.7194 9.88949 33.3782 13.1249 9.888 
32.687 9.80086 35.2143 12.4977 9.80012 
30.2594 9.7548 33.9502 16.2812 9.75443 
30.5518 9.74753 32.2348 17.7185 9.74734 
31.4297 10.0661 33.2328 15.3977 9.87367 
32.2042 9.99758 33.6377 14.2591 9.90137 
32.2259 9.88478 31.9654 16.0872 9.83668 
29.5235 9.90928 34.1946 16.4873 9.88523 
30.3868 10.0533 33.3802 16.3029 9.87682 
31.9708 10.0101 33.3014 14.796 9.9218 
32.0264 9.95383 33.8862 14.2239 9.90971 
32.8882 9.97692 32.8806 14.2995 9.95485 
32.5844 9.90074 33.6333 13.9918 9.88971 
32.4589 9.95037 33.15 14.4959 9.94485 
32.9581 9.8079 33.6754 13.7535 9.80514 
31.6457 9.90395 35.0043 13.5434 9.90257 
30.1562 10.1186 33.5022 16.2717 9.95129 
29.2325 10.0226 33.6629 17.1432 9.93888 
28.1184 10.0746 37.2956 14.6897 9.82176 
29.291 10.0042 35.5352 15.2919 9.87777 
32.0225 9.92012 32.8496 15.3509 9.85692 
32.3116 9.90511 31.8094 16.1003 9.87351 
32.1477 9.81086 33.7185 14.5279 9.79506 
32.4618 9.75493 33.08 14.9563 9.74703 
32.5392 9.71617 34.4611 13.5713 9.71222 
31.3298 9.67736 37.1101 12.2073 9.67539 
31.1012 9.70445 34.998 14.4929 9.70347 
31.8872 9.80272 33.1756 15.3323 9.80223 
31.2994 9.77027 34.0035 15.1568 9.77003 
32.1391 9.84968 33.3138 14.8479 9.84955 
32.854 9.87183 33.9714 13.431 9.87177 
33.1523 9.86549 35.1195 11.9972 9.86546 
33.6254 10.0147 33.7893 12.7199 9.85076 
34.2899 9.87058 31.9402 14.1107 9.7886 
33.4412 9.93529 34.3034 12.4257 9.8943 
35.0133 9.84569 33.7022 11.6136 9.8252 
34.1733 9.77722 34.165 12.1175 9.76697 
33.1581 9.84893 35.9317 11.2175 9.8438 
35.0459 9.80251 34.8648 10.4868 9.79995 
35.2382 9.86814 34.4854 10.5414 9.86686 
34.1732 9.83272 34.3035 11.8585 9.83208 
34.8644 9.837 33.6597 11.8023 9.83667 
32.916 9.9185 34.5718 12.6753 9.91834 
32.7947 9.90974 34.2826 13.1033 9.90966 
32.5994 9.83292 34.7371 12.9977 9.83288 
33.423 9.88221 35.348 11.4646 9.88219 
33.705 9.84307 34.6675 11.9414 9.84306 
31.1617 9.85574 34.6035 14.5234 9.85574 
32.5912 10.0825 34.6557 12.76 9.91069 
32.775 10.8465 33.8072 12.747 9.82426 
33.7716 10.3901 32.301 13.6583 9.87902 
32.9758 10.0394 34.3166 12.8845 9.7838 
33.4879 10.0197 32.9916 13.6089 9.8919 
33.2333 9.97438 32.6306 14.2513 9.91049 
31.8676 10.0065 36.3925 11.9519 9.7815 
29.9806 9.85275 36.9253 13.501 9.74025 
28.8613 9.92637 34.9143 16.4279 9.87012 
30.869 9.92894 33.553 15.7482 9.90082 
31.2508 9.89644 33.103 15.8673 9.88238 
30.3736 9.80434 32.3789 17.6459 9.79731 
31.458 9.81742 32.4606 16.4501 9.81391 
32.4525 9.85752 33.6365 14.1977 9.85576 
33.664 9.91096 34.2559 12.259 9.91009 
31.0735 9.90904 34.775 14.3338 9.9086 
32.0261 9.91906 32.9904 15.1456 9.91884 
32.6797 9.82064 33.3355 14.3437 9.82053 
32.3743 10.9448 33.3919 13.3787 9.91027 
31.9459 10.3362 36.3457 11.5532 9.81895 
31.7014 10.135 35.3914 12.8958 9.87636 
33.2348 10.0344 33.7553 13.0704 9.90507 
33.4475 9.91915 33.8711 12.9078 9.85449 
32.6612 9.95958 33.1856 14.2664 9.92725 
33.4233 9.93186 32.2477 14.4814 9.9157 
32.8575 10.0007 33.485 13.8379 9.81896 
31.6668 9.92096 33.8853 14.6967 9.83012 
32.3265 9.82159 33.2621 14.8137 9.77617 
31.6238 9.84501 33.2429 15.466 9.82229 
32.1518 9.82446 33.1247 15.086 9.81311 
32.0503 9.86431 34.294 13.9328 9.85863 
31.3857 9.79109 32.6642 16.3708 9.78825 
30.1486 9.82752 32.3185 17.8793 9.8261 
30.9194 9.84334 32.5325 16.8622 9.84263 
30.4268 9.85588 31.2334 18.6285 9.85552 
30.7306 9.92794 30.9615 18.4522 9.92776 
31.525 9.90694 33.5416 15.1196 9.90685 
32.0212 9.84857 34.2533 14.0283 9.84853 
31.2565 10.662 34.3398 13.8994 9.8423 
32.8638 10.2798 33.0402 13.9463 9.86995 
33.5647 10.035 33.4781 13.092 9.83008 
32.9683 10.1457 32.6045 14.3986 9.88299 
31.6357 10.3759 34.2947 13.8281 9.86574 
32.4274 10.1537 34.6131 12.9072 9.89862 
34.0588 9.959 33.6365 12.5142 9.83147 
33.5206 9.89178 34.3621 12.3975 9.82801 
32.8652 9.8148 34.5968 12.9403 9.78292 
31.5368 9.76851 35.0067 13.9354 9.75257 
20 20 20 20 20 
20.8392 19.4406 23.1119 18.1294 18.479 
20.3996 20.7981 23.8314 19.5437 15.4271 
18.7337 22.7623 26.7953 18.8528 12.8558 
16.5751 23.3949 27.9286 19.8383 12.2631 
14.9542 22.2722 29.0218 21.7582 11.9936 
13.812 22.4483 29.7824 22.1913 11.7661 
13.6475 23.1343 30.3968 20.9833 11.8381 
12.1768 22.615 32.1688 22.2229 10.8165 
12.2478 22.5394 30.3356 24.5172 10.36 
13.4972 20.9471 31.9881 23.4337 10.1339 
12.9986 21.1217 32.545 23.0595 10.2753 
13.6089 20.7007 32.0067 21.553 12.1306 
13.639 19.9427 32.3103 21.6878 12.4202 
11.8886 20.34 31.8234 23.8623 12.0857 
11.6997 20.4818 33.2978 23.0822 11.4385 
10.9843 20.2653 32.2968 24.8663 11.5872 
10.3873 19.6898 30.6006 27.5847 11.7377 
10.1076 20.41 31.0251 27.5515 10.9057 
10.7855 20.6928 28.9272 29.1416 10.4528 
10.3295 19.9667 29.7801 29.7607 10.1631 
