5 80000 300 266
20 20 20 20 20 
21.7797 18.5593 23.4746 17.5424 18.6441 
23.7954 17.613 24.9379 16.8095 16.8442 
25.3317 18.5044 24.2336 16.5924 15.3378 
25.8862 18.1505 25.8456 16.9403 13.1774 
23 19.5117 26.7748 17.2937 13.4198 
21.7697 20.3368 26.3542 18.9165 12.6228 
21.4404 19.1684 27.5104 19.0138 12.8669 
21.1324 18.261 27.9635 19.5937 13.0495 
20.479 17.7362 25.7464 23.3045 12.7339 
18.7649 17.163 27.735 23.6338 12.7034 
16.9406 16.3722 28.9838 25.5378 12.1656 
17.6017 17.0948 30.973 23.1253 11.2053 
15.3329 15.4358 33.7763 24.2705 11.1846 
14.198 16.6143 33.6674 23.6217 11.8986 
14.718 16.5214 32.1908 24.668 11.9017 
14.7753 16.2751 32.1241 24.7742 12.0513 
13.5833 18.2462 33.5621 23.5827 11.0257 
13.247 17.8086 31.5698 25.0543 12.3203 
14.0677 17.2169 32.6583 24.0656 11.9914 
13.7844 17.7618 31.8898 24.5042 12.0598 
13.3556 18.7589 29.3595 25.9106 12.6153 
13.6085 18.1666 28.9124 27.683 11.6294 
13.3111 18.5582 28.4973 27.426 12.2074 
12.3293 18.6172 30.4425 27.1882 11.4228 
13.2159 18.7958 28.811 28.3377 10.8396 
13.5592 18.5442 28.3079 27.8274 11.7613 
13.7459 19.6092 29.6596 26.1609 10.8245 
13.555 19.5972 29.8068 26.2141 10.827 
13.8304 19.7482 28.1276 27.4647 10.8291 
11.8691 19.8972 29.0407 28.8245 10.3685 
10.8862 20.6974 30.5832 26.9727 10.8606 
12.1023 19.4909 31.6573 25.4502 11.2994 
11.3523 18.6611 31.8527 26.3396 11.7943 
11.3172 19.8434 31.5674 25.6057 11.6664 
13.0257 19.4628 29.5518 27.054 10.9056 
13.4573 19.4536 30.6324 26.027 10.4297 
13.9229 18.7196 31.9829 24.884 10.4906 
12.928 17.8324 34.8458 24.2559 10.1379 
13.5899 17.586 32.9811 25.7859 10.0571 
13.7855 17.9162 32.4858 25.8076 10.0048 
13.6001 19.6898 30.6332 26.0745 10.0024 
14.0335 21.2662 26.3572 27.7581 10.585 
15.4956 21.3563 27.3931 25.101 10.6541 
15.649 23.0238 26.6595 23.6616 11.0061 
14.7381 22.8699 26.4162 23.9296 12.0462 
15.3236 22.9249 25.7081 24.7173 11.3261 
15.3074 21.8993 26.8104 24.6159 11.367 
15.1985 20.0289 29.7735 23.689 11.3101 
14.9871 21.2282 28.4751 24.3775 10.9321 
15.8895 21.391 28.5233 22.5898 11.6064 
12.883 22.0535 28.0888 24.9986 11.976 
13.2364 21.4114 29.6854 24.6788 10.988 
14.3105 19.459 29.2989 26.2651 10.6664 
13.4209 19.7546 28.3086 26.4158 12.1001 
12.2117 19.6572 29.0687 26.7776 12.2848 
12.1905 20.2784 26.836 28.2036 12.4916 
11.1555 18.8139 28.3577 29.644 12.0289 
11.3029 17.8039 29.1916 28.6897 13.0119 
13.8989 16.1184 29.2865 27.8758 12.8204 
15.5209 15.0722 29.1887 27.9639 12.2544 
15.3854 15.4111 32.0944 25.4819 11.6272 
16.4491 15.3198 31.1487 26.3196 10.7628 
15.3485 15.1797 31.8013 27.4078 10.2627 
14.0545 15.5325 31.2652 29.0685 10.0793 
15.3167 14.4768 33.001 27.1658 10.0396 
15.5118 13.652 33.6471 27.1955 9.99364 
16.4346 13.3027 31.8495 28.235 10.1782 
16.0913 13.0818 31.6728 29.0782 10.076 
16.379 12.1379 31.7568 29.7132 10.0131 
16.651 12.6074 30.4938 29.2156 11.0322 
17.1898 13.0904 31.5904 27.2117 10.9178 
16.6867 13.55 30.6503 27.6155 11.4975 
18.7711 13.0584 29.2289 27.7115 11.23 
16.8522 12.3959 32.7478 26.9224 11.0817 
18.3206 14.2454 29.3026 26.9177 11.2137 
17.2684 13.0687 30.1919 28.0534 11.4176 
16.5707 14.9999 28.7203 28.1802 11.5289 
15.1035 15.0284 29.1329 29.9992 10.7361 
15.2337 14.657 30.6042 28.4767 11.0284 
16.233 14.6392 31.229 26.9015 10.9972 
15.8401 14.3657 30.6551 28.7624 10.3767 
13.7095 14.2881 32.8276 28.9865 10.1883 
14.0899 13.2164 35.7936 26.8963 10.0037 
14.6251 14.7715 35.3895 25.2557 9.95813 
16.3537 13.0022 33.9961 26.7375 9.91057 
15.2191 13.5433 34.322 27.0307 9.88486 
14.732 13.0395 33.1154 29.1849 9.92819 
15.5833 13.3443 32.2959 28.9378 9.83875 
17.2872 11.865 32.0233 29.009 9.81552 
17.6965 13.1748 33.6997 25.6466 9.78241 
19.3525 12.1897 33.0963 25.5684 9.79317 
18.6903 13.9822 32.8862 24.4743 9.96701 
18.3956 12.7774 34.6924 24.255 9.87965 
17.4599 12.6565 34.1553 25.8027 9.92558 
18.0423 11.6291 34.986 25.5088 9.83385 
16.6361 12.8548 33.1539 27.5532 9.80198 
18.3747 13.7928 30.5996 27.3744 9.8585 
19.5675 13.4754 28.8963 28.1609 9.90001 
19.1768 14.1076 31.2112 25.6411 9.8633 
20.2116 13.0028 32.7444 24.152 9.88916 
19.3046 14.81 33.8796 22.165 9.84072 
20.2405 13.4344 33.2633 23.1413 9.92036 
19.7357 13.2261 32.9039 24.2926 9.84184 
19.3353 14.1574 32.7241 23.9806 9.80258 
18.3886 13.9101 32.9318 24.9263 9.84315 
20.6105 13.8915 31.0613 24.6019 9.83487 
20.5426 12.287 31.7028 25.6541 9.81358 
21.9131 12.5614 30.329 25.3643 9.83216 
22.0361 11.5364 30.9315 25.6083 9.88767 
23.4414 10.6762 30.3431 25.6876 9.85181 
23.3625 11.9052 30.3954 24.4856 9.85128 
